id,desc,manufacturer,calories,carbs,fat,protein
21161,"B.L.T. sub on white bread with bacon, lettuce and tomato",Subway,205,26.66,6.41,10.06
21162,"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",,205,26.66,6.41,10.06
21202,"Fast foods, hamburger, large, single patty, with condiments",,256,22.14,11.6,15.68
21207,turkey breast sub on white bread with lettuce and tomato,Subway,147,22.42,2.31,9.12
21209,black forest ham sub on white bread with lettuce and tomato,Subway,151,22.91,2.53,9.12
21210,roast beef sub on white bread with lettuce and tomato,Subway,155,20.34,2.73,12.17
21211,oven roasted chicken sub on white bread with lettuce and tomato,Subway,157,21.35,3.15,10.84
21213,cold cut sub on white bread with lettuce and tomato,Subway,214,20.43,10.04,10.52
21214,tuna sub on white bread with lettuce and tomato,Subway,221,15.95,12.04,12.33
21224,"Frozen Pizza, cheese topping, regular crust, frozen",,268,29.02,12.28,10.36
21225,"Frozen Pizza, cheese topping, rising crust, frozen",,260,32.91,8.78,12.37
21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",,276,25.14,14.43,11.28
21227,"Pizza, meat and vegetable topping, rising crust, frozen, cooked",,271,28.78,11.75,12.63
21228,Hamburger,McDonald's Corporation,264,30.28,10.09,12.92
21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",,307,14.93,20.36,15.92
21230,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",,276,27.4,13.59,10.94
21232,FILET-O-FISH,McDonald's Corporation,282,26.39,14.64,11.26
21233,Cheeseburger,McDonald's Corporation,263,27.81,11.79,12.97
21234,QUARTER POUNDER,McDonald's Corporation,244,22.17,11.55,14.1
21235,Quarter Pounder with Cheese,McDonald's Corporation,258,19.95,14.22,14.59
21237,BIG MAC,McDonald's Corporation,257,20.08,14.96,11.82
21238,french fries,McDonald's Corporation,323,42.58,15.47,3.41
21239,"Classic Single Hamburger, no cheese","Wendy's International, Inc.",213,16.82,10.6,12.63
21240,"Classic Single Hamburger, with cheese","Wendy's International, Inc.",221,14.2,11.6,14.87
21241,"Jr. Hamburger, without cheese","Wendy's International, Inc.",243,28.45,8.75,12.62
21242,"Jr. Hamburger, with cheese","Wendy's International, Inc.",256,24.97,11.5,13.06
21243,"Classic Double, with cheese","Wendy's International, Inc.",241,11.71,14.2,16.52
21244,Homestyle Chicken Fillet Sandwich,"Wendy's International, Inc.",214,21.55,8.1,13.78
21245,Ultimate Chicken Grill Sandwich,"Wendy's International, Inc.",179,18.88,5.0,14.73
21246,Chicken Nuggets,"Wendy's International, Inc.",326,14.31,22.55,16.46
21247,french fries,"Wendy's International, Inc.",301,39.73,14.1,3.73
21248,Frosty Dairy Dessert,"Wendy's International, Inc.",132,23.62,2.6,3.49
21249,french fries,Burger King Corporation,280,38.7,12.48,3.23
21250,Hamburger,Burger King Corporation,261,26.76,10.55,14.85
21251,Cheeseburger,Burger King Corporation,286,23.71,14.81,14.57
21252,"Whopper, no cheese",Burger King Corporation,233,18.55,12.84,10.74
21253,"Whopper, with cheese",Burger King Corporation,250,16.7,15.33,11.19
21254,"Double Whopper, no cheese",Burger King Corporation,252,13.74,15.66,13.94
21255,"Double Whopper, with cheese",Burger King Corporation,266,13.52,17.06,14.47
21256,Chicken Strips,Burger King Corporation,292,20.49,15.25,18.2
21258,Premium Fish Sandwich,Burger King Corporation,260,26.69,12.45,10.29
21259,Original Chicken Sandwich,Burger King Corporation,286,26.22,14.69,12.14
21260,"Taco with beef, cheese and lettuce",Taco Bell Corp.,229,19.85,12.7,8.86
21261,"Soft Taco with beef, cheese and lettuce",Taco Bell Corp.,206,20.23,9.75,9.25
21262,"Soft Taco with chicken, cheese and lettuce",Taco Bell Corp.,189,19.69,6.35,13.3
21263,Soft Taco with steak,Taco Bell Corp.,225,17.22,12.1,11.81
21264,Bean Burrito,Taco Bell Corp.,209,31.23,6.05,7.35
21265,BURRITO SUPREME with beef,Taco Bell Corp.,183,23.37,6.8,7.03
21266,BURRITO SUPREME with chicken,Taco Bell Corp.,179,20.51,6.42,9.84
21267,BURRITO SUPREME with steak,Taco Bell Corp.,183,20.32,7.27,9.13
21268,Nachos,Taco Bell Corp.,350,34.91,21.5,4.32
21269,Nachos Supreme,Taco Bell Corp.,223,21.39,12.48,6.21
21270,Taco Salad,Taco Bell Corp.,170,15.1,9.17,6.69
21271,"Cheese Pizza 12"", Hand-Tossed Crust","Pizza Hut, Inc.",271,31.22,10.89,11.93
21272,"Cheese Pizza 12"", Pan Crust","Pizza Hut, Inc.",280,29.93,12.56,11.73
21273,"Cheese Pizza 12"", THIN 'N CRISPY Crust","Pizza Hut, Inc.",303,28.64,14.1,15.29
21274,"12"" Pepperoni Pizza, Hand-Tossed Crust","Pizza Hut, Inc.",280,31.55,11.38,12.86
21275,"12"" Pepperoni Pizza, Pan Crust","Pizza Hut, Inc.",298,30.49,14.21,11.97
21276,"12"" Super Supreme Pizza, Hand-Tossed Crust","Pizza Hut, Inc.",243,25.62,10.72,10.9
21277,"Cheese Pizza 14"", Classic Hand-Tossed Crust","Domino's Pizza, LLC",257,33.24,8.97,10.8
21278,"Cheese Pizza 14"", Ultimate Deep Dish Crust","Domino's Pizza, LLC",265,33.48,9.83,10.76
21279,"Cheese Pizza 14"", Crunchy Thin Crust","Domino's Pizza, LLC",298,28.18,15.1,12.33
21280,"14"" Pepperoni Pizza, Classic Hand-Tossed Crust","Domino's Pizza, LLC",273,31.86,11.18,11.25
21281,"14"" Pepperoni Pizza, Ultimate Deep Dish Crust","Domino's Pizza, LLC",283,31.89,12.1,11.52
21282,"14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust","Domino's Pizza, LLC",244,25.72,11.1,10.33
21283,"Cheese Pizza 14"", Original Crust","Papa John's International, Inc.",260,32.74,9.25,11.53
21284,"14"" Pepperoni Pizza, Original Crust","Papa John's International, Inc.",275,30.04,11.86,11.97
21285,"14"" The Works Pizza, Original Crust","Papa John's International, Inc.",240,26.69,10.21,10.27
21286,"Cheese Pizza 14"", Thin Crust","Papa John's International, Inc.",295,26.26,15.66,12.29
21287,"Cheese Pizza 14"", Regular Crust",Little Caesar's Pizza,265,31.5,9.54,13.39
21288,"14"" Original Round Pepperoni Pizza, Regular Crust",Little Caesar's Pizza,273,31.01,10.5,13.59
21289,"14"" Original Round Meat and Vegetable Pizza, Regular Crust",Little Caesar's Pizza,243,23.1,11.35,12.12
21290,"Cheese Pizza 14"", Large Deep Dish Crust",Little Caesar's Pizza,263,30.1,10.22,12.63
21291,"14"" Pepperoni Pizza, Large Deep Dish Crust",Little Caesar's Pizza,265,29.03,10.81,12.93
21292,"Cheese Pizza 14"", Thin Crust",Little Caesar's Pizza,309,22.85,16.99,16.23
21293,"Cheese Pizza 14"", Hand-Tossed Crust","Pizza Hut, Inc.",275,33.42,10.42,11.98
21294,"Cheese Pizza 14"", Pan Crust","Pizza Hut, Inc.",276,32.85,11.25,10.85
21295,"Cheese Pizza 14"", Thin 'N Crispy Crust","Pizza Hut, Inc.",306,34.22,12.8,13.37
21296,"14"" Pepperoni Pizza, Hand-Tossed Crust","Pizza Hut, Inc.",291,32.11,12.63,12.23
21297,"14"" Pepperoni Pizza, Pan Crust","Pizza Hut, Inc.",291,31.79,13.07,11.47
21298,"14"" Super Supreme Pizza, Hand-Tossed Crust","Pizza Hut, Inc.",248,26.01,10.95,11.34
21299,"Cheese Pizza 14"", regular crust",,266,33.33,9.69,11.39
21300,"Cheese Pizza 14"", thick crust",,271,33.17,10.54,10.81
21301,"Cheese Pizza 14"", thin crust",,302,31.2,13.95,12.85
21302,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",,282,31.98,11.91,11.74
21303,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",,287,31.84,12.58,11.49
21304,"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",,244,25.38,10.9,11.02
21305,"Egg, Cheese and Sausage Griddle Cake Sandwich",,291,22.04,17.73,10.77
21306,"Fast foods, griddle cake sandwich, sausage",,318,31.25,17.76,8.41
21307,"Egg, Cheese and Bacon Griddle Cake Sandwich",,272,26.19,13.19,12.03
21309,Chicken McNUGGETS,McDonald's Corporation,302,15.09,19.81,15.79
21319,Hash Brown,McDonald's Corporation,271,28.56,16.3,2.48
21321,Hotcakes (plain),McDonald's Corporation,228,38.27,5.84,6.0
21327,"Bacon, Egg & Cheese McGriddles",McDonald's Corporation,272,26.19,13.19,12.03
21328,Sausage McGRIDDLES,McDonald's Corporation,312,31.25,17.76,8.41
21329,"Sausage, Egg & Cheese McGriddles",McDonald's Corporation,283,22.04,17.73,10.77
21333,Vanilla Reduced Fat Ice Cream Cone,McDonald's Corporation,162,26.36,4.86,4.24
21334,Strawberry Sundae,McDonald's Corporation,158,28.09,3.95,3.19
21335,Hot Caramel Sundae,McDonald's Corporation,188,33.36,4.89,3.58
21336,Hot Fudge Sundae,McDonald's Corporation,186,30.05,5.91,4.14
21338,McFLURRY with M&M'S CANDIES,McDonald's Corporation,177,26.82,6.46,4.02
21339,McFLURRY with OREO cookies,McDonald's Corporation,165,25.55,5.66,3.97
21340,Sausage Burrito,McDonald's Corporation,277,22.97,15.63,11.1
21341,BIG BREAKFAST,McDonald's Corporation,285,17.5,19.37,10.16
21344,Double Cheeseburger,McDonald's Corporation,282,18.79,16.09,15.5
21345,Double Quarter Pounder with Cheese,McDonald's Corporation,262,14.43,16.22,16.96
21350,BIG MAC (without Big Mac Sauce),McDonald's Corporation,234,21.01,11.57,12.79
21355,McCHICKEN Sandwich,McDonald's Corporation,273,27.97,13.21,10.43
21356,McCHICKEN Sandwich (without mayonnaise),McDonald's Corporation,240,30.95,8.46,11.08
21357,Egg McMUFFIN,McDonald's Corporation,228,21.67,9.66,13.64
21358,Sausage McMUFFIN,McDonald's Corporation,333,24.52,21.06,12.66
21359,Sausage McMUFFIN with Egg,McDonald's Corporation,274,17.28,17.83,12.59
21360,Bacon Egg & Cheese Biscuit,McDonald's Corporation,304,22.26,18.77,13.45
21361,Sausage Biscuit,McDonald's Corporation,376,27.2,25.4,9.62
21362,Sausage Biscuit with Egg,McDonald's Corporation,311,19.28,22.26,11.27
21363,"Deluxe Breakfast, with syrup and margarine",McDonald's Corporation,285,29.48,15.23,7.56
21364,Hotcakes and Sausage,McDonald's Corporation,294,37.55,12.5,7.81
21365,Hotcakes (with 2 pats margarine & syrup),McDonald's Corporation,272,46.08,8.06,4.05
21376,Bacon Ranch Salad with Grilled Chicken,McDonald's Corporation,81,3.64,3.14,10.28
21377,acon Ranch Salad with Crispy Chicken,McDonald's Corporation,122,6.08,6.3,8.82
21378,Bacon Ranch Salad without chicken,McDonald's Corporation,61,4.2,3.64,4.14
21379,Side Salad,McDonald's Corporation,20,4.3,0.19,1.03
21380,Fruit 'n Yogurt Parfait,McDonald's Corporation,105,20.72,1.3,2.73
21381,Fruit 'n Yogurt Parfait (without granola),McDonald's Corporation,90,17.67,1.13,2.47
21382,FILET-O-FISH (without tartar sauce),McDonald's Corporation,243,31.08,7.62,12.47
21383,"Croissan'wich with Sausage, Egg and Cheese",Burger King Corporation,308,15.9,21.78,12.09
21384,Croissan'wich with Sausage and Cheese,Burger King Corporation,376,23.0,25.45,13.73
21385,Croissan'wich with Egg and Cheese,Burger King Corporation,283,24.79,15.78,10.35
21386,french toast sticks,Burger King Corporation,349,41.21,17.74,6.0
21387,Hash Brown Rounds,Burger King Corporation,302,29.37,19.3,2.8
21388,"Fast foods, miniature cinnamon rolls",,403,53.38,17.95,7.02
21389,"Fast foods, hamburger; double, large patty; with condiments, vegetables and mayonnaise",,252,13.74,15.66,13.94
21390,"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",,226,17.33,12.37,11.34
21393,"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",,259,22.69,13.3,12.17
21395,"Cheeseburger; double, regular patty; with condiments",,282,17.97,16.18,16.24
21396,"Cheeseburger; double, large patty; with condiments",,272,14.43,16.22,16.96
21397,"Cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",,268,17.73,15.8,13.69
21398,"Cheeseburger; single, large patty; with condiments",,269,19.72,14.4,15.21
21399,"Cheeseburger; double, large patty; with condiments, vegetables and mayonnaise",,253,12.62,15.63,15.5
21400,"Cheeseburger; double, regular patty; double decker bun with condiments and special sauce",,261,21.53,14.1,11.94
21401,"Fast foods, chicken tenders",,271,17.25,13.95,19.22
21410,"Egg, Cheese and Sausage Bagle Sandwich with condiments",,295,22.64,16.97,12.98
21411,"Egg, Cheese and Steak Bagle Sandwich with condiments",,282,22.99,14.07,15.95
21412,"Light Ice Cream, soft serve, blended with milk chocolate candies",,182,26.82,6.46,4.02
21413,"Light Ice Cream, soft serve, blended with cookie pieces",,169,25.55,5.66,3.97
21415,biscuit,Popeyes Chicken and Biscuits,401,40.95,23.71,6.0
21416,Coleslaw,Popeyes Chicken and Biscuits,161,14.12,11.18,0.98
21417,"Mild Chicken Strips, analyzed 2006",Popeyes Chicken and Biscuits,271,19.31,13.01,19.2
21418,"Spicy Chicken Strips, analyzed 2006",Popeyes Chicken and Biscuits,253,18.52,11.2,19.61
21419,biscuit,Kentucky Fried Chicken,358,43.55,17.05,7.5
21420,Coleslaw,Kentucky Fried Chicken,144,15.65,8.64,0.91
21421,Crispy Chicken Strips,Kentucky Fried Chicken,274,13.66,15.42,20.25
21422,Popcorn Chicken,Kentucky Fried Chicken,351,21.18,21.74,17.67
21424,"Fried Chicken, ORIGINAL RECIPE, Skin and Breading",Kentucky Fried Chicken,384,18.79,28.01,14.17
21425,"Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and breading removed",Kentucky Fried Chicken,149,0.0,4.56,26.89
21426,"Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed",Kentucky Fried Chicken,175,0.11,7.66,26.3
21427,"Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breading removed",Kentucky Fried Chicken,175,0.01,9.31,22.78
21428,"Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",Kentucky Fried Chicken,216,1.76,10.49,28.65
21429,"Fried Chicken, EXTRA CRISPY, Skin and Breading",Kentucky Fried Chicken,464,22.54,36.61,10.96
21430,"Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading removed",Kentucky Fried Chicken,153,0.25,4.82,27.25
21431,"Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed",Kentucky Fried Chicken,170,0.0,7.43,25.9
21432,"Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading removed",Kentucky Fried Chicken,179,0.0,9.96,22.41
21433,"Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed",Kentucky Fried Chicken,236,2.97,12.13,28.67
21434,"Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading",Kentucky Fried Chicken,231,6.28,13.11,21.94
21435,"Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading",Kentucky Fried Chicken,239,5.39,14.22,22.3
21436,"Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breading",Kentucky Fried Chicken,269,8.46,17.73,18.9
21437,"Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading",Kentucky Fried Chicken,297,9.93,18.9,21.7
21438,"Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading",Kentucky Fried Chicken,268,8.47,16.55,21.24
21439,"Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breading",Kentucky Fried Chicken,274,7.96,17.73,20.62
21440,"Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading",Kentucky Fried Chicken,309,10.3,22.14,17.17
21441,"Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading",Kentucky Fried Chicken,337,11.66,23.0,20.8
21442,"Fried Chicken, Mild, Breast, meat only, skin and breading removed",Popeyes Chicken and Biscuits,157,0.0,4.52,28.98
21443,"Fried Chicken, Mild, Drumstick, meat only, skin and breading removed",Popeyes Chicken and Biscuits,170,0.04,7.14,26.51
21444,"Fried Chicken, Mild, Skin and Breading",Popeyes Chicken and Biscuits,433,21.54,32.32,13.96
21445,"Fried Chicken, Mild, Thigh, meat only, skin and breading removed",Popeyes Chicken and Biscuits,188,0.85,9.66,24.31
21446,"Fried Chicken, Mild, Wing, meat only, skin and breading removed",Popeyes Chicken and Biscuits,212,2.9,9.42,28.94
21456,"Fried Chicken, Mild, Breast, meat and skin with breading",Popeyes Chicken and Biscuits,274,9.83,16.47,21.67
21457,"Fried Chicken, Mild, Drumstick, meat and skin with breading",Popeyes Chicken and Biscuits,293,9.84,19.14,20.44
21458,"Fried Chicken, Mild, Thigh, meat and skin with breading",Popeyes Chicken and Biscuits,310,11.2,20.99,19.14
21459,"Fried Chicken, Mild, Wing, meat and skin with breading",Popeyes Chicken and Biscuits,338,13.52,22.48,20.4
21461,"Club Sandwich with grilled chicken, bacon, tomato, cheese, lettuce, and mayonnaise",,220,19.87,8.05,17.19
21462,"Club Sandwich with crispy chicken, bacon, tomato, cheese, lettuce, and mayonnaise",,257,22.61,11.76,15.38
21463,"Yogurt parfait, lowfat, with fruit and granola",,84,15.86,1.01,3.36
21464,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",,153,0.0,4.54,27.93
21465,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",,172,0.0,7.41,26.24
21466,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",,178,0.24,9.41,23.21
21467,"Fast Foods, Fried Chicken, Wing, meat only, skin and breading removed",,215,2.13,10.2,28.77
21468,"Fast Foods, Fried Chicken, Skin and breading from all pieces",,398,19.56,29.22,14.11
21469,"Fast Foods, Fried Chicken, Breast, meat and skin and breading",,230,6.03,12.44,23.51
21470,"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",,267,7.59,16.92,21.13
21471,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",,274,8.68,18.07,19.23
21472,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",,310,11.19,20.09,21.14
21473,"Pizza, cheese topping, cheese stuffed crust, frozen, baked","Kraft Foods, Inc.",279,29.86,11.68,13.48
21474,"Pizza, cheese topping, rising crust, frozen, baked","Kraft Foods, Inc.",256,31.78,8.6,12.8
21475,"Pizza, cheese topping, thin crispy crust, frozen, baked","Kraft Foods, Inc.",247,26.47,9.91,12.96
21476,"Pizza, pepperoni topping, cheese stuffed crust, frozen, baked","Kraft Foods, Inc.",279,29.46,11.71,13.92
21477,"Pizza, pepperoni topping, rising crust, frozen, baked","Kraft Foods, Inc.",265,31.15,10.11,12.46
21478,"Pizza, pepperoni topping, thin crispy crust, frozen, baked","Kraft Foods, Inc.",283,28.67,12.86,13.22
21479,"Pizza, supreme topping, rising crust, frozen, baked","Kraft Foods, Inc.",255,27.93,10.68,11.74
21480,"Pizza, supreme topping, thin crispy crust, frozen, baked","Kraft Foods, Inc.",255,28.05,10.8,11.41
21482,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",,282,30.36,12.94,11.06
21483,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",,321,27.0,17.71,13.36
21484,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",,280,30.62,12.35,11.5
21485,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",,331,29.0,17.61,14.01
21486,"Taco with beef, cheese and lettuce, soft",,206,20.23,9.75,9.25
